,ZIP,CBSA,Unnamed: 0,city,state,res_ratio,bus_ratio,oth_ratio,tot_ratio
9221,50213,19780,,,,,,,
9222,50032,19780,,,,,,,
9223,50243,19780,,,,,,,
9224,50118,19780,,,,,,,
9225,50312,19780,,,,,,,
9226,50069,19780,,,,,,,
9227,50263,19780,,,,,,,
9228,50029,19780,,,,,,,
9229,50161,19780,,,,,,,
9230,50168,19780,,,,,,,
9231,50277,19780,,,,,,,
9232,50170,19780,,,,,,,
9233,50392,19780,,,,,,,
9234,50361,19780,,,,,,,
9235,50124,19780,,,,,,,
9236,50304,19780,,,,,,,
9237,50141,19780,,,,,,,
9238,50145,19780,,,,,,,
9239,50066,19780,,,,,,,
9240,50252,19780,,,,,,,
9241,50002,19780,,,,,,,
9242,50241,19780,,,,,,,
9243,50313,19780,,,,,,,
9244,50325,19780,,,,,,,
9245,50316,19780,,,,,,,
9246,50131,19780,,,,,,,
9247,50153,19780,,,,,,,
9248,50073,19780,,,,,,,
9249,50237,19780,,,,,,,
9250,50106,19780,,,,,,,
9251,50023,19780,,,,,,,
9252,50061,19780,,,,,,,
9253,50303,19780,,,,,,,
9254,50020,19780,,,,,,,
9255,50319,19780,,,,,,,
9256,50218,19780,,,,,,,
9257,50007,19780,,,,,,,
9258,50146,19780,,,,,,,
9259,50317,19780,,,,,,,
9260,50324,19780,,,,,,,
9261,50115,19780,,,,,,,
9262,50125,19780,,,,,,,
9263,50166,19780,,,,,,,
9264,56575,19810,,,,,,,
9265,56464,19810,,,,,,,
9266,56593,19810,,,,,,,
9267,56578,19810,,,,,,,
9268,56585,19810,,,,,,,
9269,56572,19810,,,,,,,
9270,56577,19810,,,,,,,
9271,56470,19810,,,,,,,
9272,56569,19810,,,,,,,
9273,56552,19810,,,,,,,
9274,56502,19810,,,,,,,
9275,56477,19810,,,,,,,
9276,56589,19810,,,,,,,
9277,56544,19810,,,,,,,
9278,56554,19810,,,,,,,
9279,56511,19810,,,,,,,
9280,56521,19810,,,,,,,
9281,56570,19810,,,,,,,
9282,56591,19810,,,,,,,
9283,56501,19810,,,,,,,
9284,48357,19820,,,,,,,
9285,48463,19820,,,,,,,
9286,48198,19820,,,,,,,
9287,48325,19820,,,,,,,
9288,48136,19820,,,,,,,
9289,48232,19820,,,,,,,
9290,48062,19820,,,,,,,
9291,48097,19820,,,,,,,
9292,48035,19820,,,,,,,
9293,48038,19820,,,,,,,
9294,48041,19820,,,,,,,
9295,48047,19820,,,,,,,
9296,48030,19820,,,,,,,
9297,48059,19820,,,,,,,
9298,48015,19820,,,,,,,
9299,48306,19820,,,,,,,
9300,48307,19820,,,,,,,
9301,48236,19820,,,,,,,
9302,48229,19820,,,,,,,
9303,48002,19820,,,,,,,
9304,48334,19820,,,,,,,
9305,48329,19820,,,,,,,
9306,48348,19820,,,,,,,
9307,48359,19820,,,,,,,
9308,48360,19820,,,,,,,
9309,48375,19820,,,,,,,
9310,48377,19820,,,,,,,
9311,48212,19820,,,,,,,
9312,48226,19820,,,,,,,
9313,48169,19820,,,,,,,
9314,48164,19820,,,,,,,
9315,48188,19820,,,,,,,
9316,48111,19820,,,,,,,
9317,48122,19820,,,,,,,
9318,48128,19820,,,,,,,
9319,48141,19820,,,,,,,
9320,48150,19820,,,,,,,
9321,48065,19820,,,,,,,
9322,48892,19820,,,,,,,
9323,48423,19820,,,,,,,
9324,48153,19820,,,,,,,
9325,48061,19820,,,,,,,
9326,48418,19820,,,,,,,
9327,48322,19820,,,,,,,
9328,48320,19820,,,,,,,
9329,48143,19820,,,,,,,
9330,48303,19820,,,,,,,
9331,48453,19820,,,,,,,
9332,48004,19820,,,,,,,
9333,48201,19820,,,,,,,
9334,48218,19820,,,,,,,
9335,48187,19820,,,,,,,
9336,48192,19820,,,,,,,
9337,48189,19820,,,,,,,
9338,48193,19820,,,,,,,
9339,48184,19820,,,,,,,
9340,48032,19820,,,,,,,
9341,48042,19820,,,,,,,
9342,48017,19820,,,,,,,
9343,48040,19820,,,,,,,
9344,48230,19820,,,,,,,
9345,48238,19820,,,,,,,
9346,48317,19820,,,,,,,
9347,48001,19820,,,,,,,
9348,48442,19820,,,,,,,
9349,48382,19820,,,,,,,
9350,48462,19820,,,,,,,
9351,48416,19820,,,,,,,
9352,48328,19820,,,,,,,
9353,48370,19820,,,,,,,
9354,48371,19820,,,,,,,
9355,48361,19820,,,,,,,
9356,48816,19820,,,,,,,
9357,48439,19820,,,,,,,
9358,48203,19820,,,,,,,
9359,48205,19820,,,,,,,
9360,48216,19820,,,,,,,
9361,48174,19820,,,,,,,
9362,48185,19820,,,,,,,
9363,48125,19820,,,,,,,
9364,48072,19820,,,,,,,
9365,48092,19820,,,,,,,
9366,48096,19820,,,,,,,
9367,48088,19820,,,,,,,
9368,48069,19820,,,,,,,
9369,48021,19820,,,,,,,
9370,48026,19820,,,,,,,
9371,48039,19820,,,,,,,
9372,48050,19820,,,,,,,
9373,48051,19820,,,,,,,
9374,48060,19820,,,,,,,
9375,48302,19820,,,,,,,
9376,48312,19820,,,,,,,
9377,48244,19820,,,,,,,
9378,48421,19820,,,,,,,
9379,48444,19820,,,,,,,
9380,48346,19820,,,,,,,
9381,48324,19820,,,,,,,
9382,48063,19820,,,,,,,
9383,48068,19820,,,,,,,
9384,48090,19820,,,,,,,
9385,48049,19820,,,,,,,
9386,48240,19820,,,,,,,
9387,48231,19820,,,,,,,
9388,48315,19820,,,,,,,
9389,48003,19820,,,,,,,
9390,48440,19820,,,,,,,
9391,48390,19820,,,,,,,
9392,48326,19820,,,,,,,
9393,48342,19820,,,,,,,
9394,48327,19820,,,,,,,
9395,48336,19820,,,,,,,
9396,48356,19820,,,,,,,
9397,48323,19820,,,,,,,
9398,48341,19820,,,,,,,
9399,48374,19820,,,,,,,
9400,48207,19820,,,,,,,
9401,48170,19820,,,,,,,
9402,48178,19820,,,,,,,
9403,48186,19820,,,,,,,
9404,48126,19820,,,,,,,
9405,48101,19820,,,,,,,
9406,48116,19820,,,,,,,
9407,48152,19820,,,,,,,
9408,48134,19820,,,,,,,
9409,48071,19820,,,,,,,
9410,48073,19820,,,,,,,
9411,48083,19820,,,,,,,
9412,48117,19820,,,,,,,
9413,48347,19820,,,,,,,
9414,49285,19820,,,,,,,
9415,48464,19820,,,,,,,
9416,48012,19820,,,,,,,
9417,48872,19820,,,,,,,
9418,48331,19820,,,,,,,
9419,48350,19820,,,,,,,
9420,48381,19820,,,,,,,
9421,48214,19820,,,,,,,
9422,48220,19820,,,,,,,
9423,48223,19820,,,,,,,
9424,48227,19820,,,,,,,
9425,48168,19820,,,,,,,
9426,48114,19820,,,,,,,
9427,48138,19820,,,,,,,
9428,48075,19820,,,,,,,
9429,48094,19820,,,,,,,
9430,48033,19820,,,,,,,
9431,48044,19820,,,,,,,
9432,48009,19820,,,,,,,
9433,48048,19820,,,,,,,
9434,48237,19820,,,,,,,
9435,48310,19820,,,,,,,
9436,48308,19820,,,,,,,
9437,48313,19820,,,,,,,
9438,48380,19820,,,,,,,
9439,48208,19820,,,,,,,
9440,48209,19820,,,,,,,
9441,48224,19820,,,,,,,
9442,48215,19820,,,,,,,
9443,48180,19820,,,,,,,
9444,48154,19820,,,,,,,
9445,48165,19820,,,,,,,
9446,48120,19820,,,,,,,
9447,48135,19820,,,,,,,
9448,48146,19820,,,,,,,
9449,48151,19820,,,,,,,
9450,48074,19820,,,,,,,
9451,48076,19820,,,,,,,
9452,48222,19820,,,,,,,
9453,48121,19820,,,,,,,
9454,48333,19820,,,,,,,
9455,48123,19820,,,,,,,
9456,48046,19820,,,,,,,
9457,48760,19820,,,,,,,
9458,48343,19820,,,,,,,
9459,48137,19820,,,,,,,
9460,48066,19820,,,,,,,
9461,48095,19820,,,,,,,
9462,48027,19820,,,,,,,
9463,48014,19820,,,,,,,
9464,48239,19820,,,,,,,
9465,48228,19820,,,,,,,
9466,48304,19820,,,,,,,
9467,48234,19820,,,,,,,
9468,48393,19820,,,,,,,
9469,48438,19820,,,,,,,
9470,48387,19820,,,,,,,
9471,48844,19820,,,,,,,
9472,48362,19820,,,,,,,
9473,48376,19820,,,,,,,
9474,48210,19820,,,,,,,
9475,48206,19820,,,,,,,
9476,48213,19820,,,,,,,
9477,48221,19820,,,,,,,
9478,48217,19820,,,,,,,
9479,48173,19820,,,,,,,
9480,48127,19820,,,,,,,
9481,48098,19820,,,,,,,
9482,48366,19820,,,,,,,
9483,48288,19820,,,,,,,
9484,48330,19820,,,,,,,
9485,48233,19820,,,,,,,
9486,48451,19820,,,,,,,
9487,48099,19820,,,,,,,
9488,48242,19820,,,,,,,
9489,48435,19820,,,,,,,
9490,48744,19820,,,,,,,
9491,48084,19820,,,,,,,
9492,48085,19820,,,,,,,
9493,48183,19820,,,,,,,
9494,48124,19820,,,,,,,
9495,48139,19820,,,,,,,
9496,48079,19820,,,,,,,
9497,48081,19820,,,,,,,
9498,48082,19820,,,,,,,
9499,48089,19820,,,,,,,
9500,48070,19820,,,,,,,
9501,48091,19820,,,,,,,
9502,48093,19820,,,,,,,
9503,48036,19820,,,,,,,
9504,48043,19820,,,,,,,
9505,48022,19820,,,,,,,
9506,48034,19820,,,,,,,
9507,48301,19820,,,,,,,
9508,48005,19820,,,,,,,
9509,48006,19820,,,,,,,
9510,48428,19820,,,,,,,
9511,48446,19820,,,,,,,
9512,48461,19820,,,,,,,
9513,48430,19820,,,,,,,
9514,48383,19820,,,,,,,
9515,48455,19820,,,,,,,
9516,48855,19820,,,,,,,
9517,48367,19820,,,,,,,
9518,48353,19820,,,,,,,
9519,48204,19820,,,,,,,
9520,48211,19820,,,,,,,
9521,48195,19820,,,,,,,
9522,48219,19820,,,,,,,
9523,48202,19820,,,,,,,
9524,48225,19820,,,,,,,
9525,48167,19820,,,,,,,
9526,48112,19820,,,,,,,
9527,48321,19820,,,,,,,
9528,48727,19820,,,,,,,
9529,48332,19820,,,,,,,
9530,48311,19820,,,,,,,
9531,48037,19820,,,,,,,
9532,48080,19820,,,,,,,
9533,48064,19820,,,,,,,
9534,48067,19820,,,,,,,
9535,48028,19820,,,,,,,
9536,48025,19820,,,,,,,
9537,48045,19820,,,,,,,
9538,48023,19820,,,,,,,
9539,48054,19820,,,,,,,
9540,48309,19820,,,,,,,
9541,48235,19820,,,,,,,
9542,48243,19820,,,,,,,
9543,48314,19820,,,,,,,
9544,48316,19820,,,,,,,
9545,48318,19820,,,,,,,
9546,48412,19820,,,,,,,
9547,48386,19820,,,,,,,
9548,48836,19820,,,,,,,
9549,48843,19820,,,,,,,
9550,48335,19820,,,,,,,
9551,48340,19820,,,,,,,
9552,48363,19820,,,,,,,
9553,58757,19860,,,,,,,
9554,58638,19860,,,,,,,
9555,58854,19860,,,,,,,
9556,58620,19860,,,,,,,
9557,58625,19860,,,,,,,
9558,58622,19860,,,,,,,
9559,58626,19860,,,,,,,
9560,58641,19860,,,,,,,
9561,58642,19860,,,,,,,
9562,58656,19860,,,,,,,
9563,58645,19860,,,,,,,
9564,58655,19860,,,,,,,
9565,58636,19860,,,,,,,
9566,58601,19860,,,,,,,
9567,58640,19860,,,,,,,
9568,58647,19860,,,,,,,
9569,58627,19860,,,,,,,
9570,58630,19860,,,,,,,
9571,58634,19860,,,,,,,
9572,58602,19860,,,,,,,
9573,58644,19860,,,,,,,
9574,58652,19860,,,,,,,
9575,60553,19940,,,,,,,
9576,61331,19940,,,,,,,
9577,61006,19940,,,,,,,
9578,61071,19940,,,,,,,
9579,61310,19940,,,,,,,
9580,61378,19940,,,,,,,
9581,61081,19940,,,,,,,
9582,60530,19940,,,,,,,
9583,61057,19940,,,,,,,
9584,61342,19940,,,,,,,
9585,61068,19940,,,,,,,
9586,60518,19940,,,,,,,
9587,61367,19940,,,,,,,
9588,61330,19940,,,,,,,
9589,61064,19940,,,,,,,
9590,61318,19940,,,,,,,
9591,61324,19940,,,,,,,
9592,61042,19940,,,,,,,
9593,61376,19940,,,,,,,
9594,61353,19940,,,,,,,
9595,61021,19940,,,,,,,
9596,61243,19940,,,,,,,
9597,61349,19940,,,,,,,
9598,61031,19940,,,,,,,
9599,67842,19980,,,,,,,
9600,67865,19980,,,,,,,
9601,67834,19980,,,,,,,
9602,67882,19980,,,,,,,
9603,67801,19980,,,,,,,
9604,67844,19980,,,,,,,
9605,67835,19980,,,,,,,
9606,67876,19980,,,,,,,
9607,67841,19980,,,,,,,
9608,67563,19980,,,,,,,
9609,36314,20020,,,,,,,
9610,36303,20020,,,,,,,
9611,36302,20020,,,,,,,
9612,36305,20020,,,,,,,
9613,36370,20020,,,,,,,
9614,36467,20020,,,,,,,
9615,36344,20020,,,,,,,
9616,36350,20020,,,,,,,
9617,36353,20020,,,,,,,
9618,36442,20020,,,,,,,
9619,36301,20020,,,,,,,
9620,36453,20020,,,,,,,
9621,36312,20020,,,,,,,
9622,36310,20020,,,,,,,
9623,36340,20020,,,,,,,
9624,36320,20020,,,,,,,
9625,36477,20020,,,,,,,
9626,36376,20020,,,,,,,
9627,36345,20020,,,,,,,
9628,36316,20020,,,,,,,
9629,36321,20020,,,,,,,
9630,36319,20020,,,,,,,
9631,36343,20020,,,,,,,
9632,36318,20020,,,,,,,
9633,36322,20020,,,,,,,
9634,36304,20020,,,,,,,
9635,36317,20020,,,,,,,
9636,36373,20020,,,,,,,
9637,36313,20020,,,,,,,
9638,36016,20020,,,,,,,
9639,36375,20020,,,,,,,
9640,36352,20020,,,,,,,
9641,36349,20020,,,,,,,
9642,31650,20060,,,,,,,
9643,31774,20060,,,,,,,
9644,31642,20060,,,,,,,
9645,31798,20060,,,,,,,
9646,31519,20060,,,,,,,
9647,31635,20060,,,,,,,
9648,31534,20060,,,,,,,
9649,31624,20060,,,,,,,
9650,31512,20060,,,,,,,
9651,31567,20060,,,,,,,
9652,31554,20060,,,,,,,
9653,31552,20060,,,,,,,
9654,31532,20060,,,,,,,
9655,31533,20060,,,,,,,
9656,31535,20060,,,,,,,
9657,19963,20100,,,,,,,
9658,19943,20100,,,,,,,
9659,19953,20100,,,,,,,
9660,19980,20100,,,,,,,
9661,19938,20100,,,,,,,
9662,19902,20100,,,,,,,
9663,19979,20100,,,,,,,
9664,19950,20100,,,,,,,
9665,19954,20100,,,,,,,
9666,19964,20100,,,,,,,
9667,19904,20100,,,,,,,
9668,19903,20100,,,,,,,
9669,19901,20100,,,,,,,
9670,19936,20100,,,,,,,
9671,19955,20100,,,,,,,
9672,19961,20100,,,,,,,
9673,19977,20100,,,,,,,
9674,19952,20100,,,,,,,
9675,19934,20100,,,,,,,
9676,19962,20100,,,,,,,
9677,19946,20100,,,,,,,
9678,30477,20140,,,,,,,
9679,31027,20140,,,,,,,
9680,30411,20140,,,,,,,
9681,31009,20140,,,,,,,
9682,30413,20140,,,,,,,
9683,31019,20140,,,,,,,
9684,31075,20140,,,,,,,
9685,31037,20140,,,,,,,
9686,30454,20140,,,,,,,
9687,31011,20140,,,,,,,
9688,31017,20140,,,,,,,
9689,31022,20140,,,,,,,
9690,31012,20140,,,,,,,
9691,31002,20140,,,,,,,
9692,31049,20140,,,,,,,
9693,31096,20140,,,,,,,
9694,30428,20140,,,,,,,
9695,31021,20140,,,,,,,
9696,31089,20140,,,,,,,
9697,31042,20140,,,,,,,
9698,31040,20140,,,,,,,
9699,31035,20140,,,,,,,
9700,31065,20140,,,,,,,
9701,16849,20180,,,,,,,
9702,16834,20180,,,,,,,
9703,16620,20180,,,,,,,
9704,16821,20180,,,,,,,
9705,16878,20180,,,,,,,
9706,16651,20180,,,,,,,
9707,16666,20180,,,,,,,
9708,16866,20180,,,,,,,
9709,16640,20180,,,,,,,
9710,15840,20180,,,,,,,
9711,15848,20180,,,,,,,
9712,16645,20180,,,,,,,
9713,15724,20180,,,,,,,
9714,15757,20180,,,,,,,
9715,16627,20180,,,,,,,
9716,16692,20180,,,,,,,
9717,16671,20180,,,,,,,
9718,16836,20180,,,,,,,
9719,15742,20180,,,,,,,
9720,16879,20180,,,,,,,
9721,16661,20180,,,,,,,
9722,16830,20180,,,,,,,
9723,16838,20180,,,,,,,
9724,16839,20180,,,,,,,
9725,16656,20180,,,,,,,
9726,16680,20180,,,,,,,
9727,16843,20180,,,,,,,
9728,16833,20180,,,,,,,
9729,16881,20180,,,,,,,
9730,16860,20180,,,,,,,
9731,15824,20180,,,,,,,
9732,16840,20180,,,,,,,
9733,16837,20180,,,,,,,
9734,15721,20180,,,,,,,
9735,15849,20180,,,,,,,
9736,15823,20180,,,,,,,
9737,15865,20180,,,,,,,
9738,16663,20180,,,,,,,
9739,16681,20180,,,,,,,
9740,16863,20180,,,,,,,
9741,16847,20180,,,,,,,
9742,16845,20180,,,,,,,
9743,15856,20180,,,,,,,
9744,16850,20180,,,,,,,
9745,16861,20180,,,,,,,
9746,16639,20180,,,,,,,
9747,16616,20180,,,,,,,
9748,16858,20180,,,,,,,
9749,16876,20180,,,,,,,
9750,16825,20180,,,,,,,
9751,16646,20180,,,,,,,
9752,16873,20180,,,,,,,
9753,15851,20180,,,,,,,
9754,15866,20180,,,,,,,
9755,15767,20180,,,,,,,
9756,15753,20180,,,,,,,
9757,16871,20180,,,,,,,
9758,15801,20180,,,,,,,
9759,16855,20180,,,,,,,
9760,52003,20220,,,,,,,
9761,52065,20220,,,,,,,
9762,52039,20220,,,,,,,
9763,52053,20220,,,,,,,
9764,52073,20220,,,,,,,
9765,52046,20220,,,,,,,
9766,52079,20220,,,,,,,
9767,52068,20220,,,,,,,
9768,52001,20220,,,,,,,
9769,52045,20220,,,,,,,
9770,52033,20220,,,,,,,
9771,52056,20220,,,,,,,
9772,52052,20220,,,,,,,
9773,52040,20220,,,,,,,
9774,52099,20220,,,,,,,
9775,52237,20220,,,,,,,
9776,52032,20220,,,,,,,
9777,52054,20220,,,,,,,
9778,52031,20220,,,,,,,
9779,52004,20220,,,,,,,
9780,52078,20220,,,,,,,
9781,52002,20220,,,,,,,
9782,55741,20260,,,,,,,
9783,55767,20260,,,,,,,
9784,55736,20260,,,,,,,
9785,55732,20260,,,,,,,
9786,55731,20260,,,,,,,
9787,55757,20260,,,,,,,
9788,55723,20260,,,,,,,
9789,55805,20260,,,,,,,
9790,55812,20260,,,,,,,
9791,54873,20260,,,,,,,
9792,55756,20260,,,,,,,
9793,55702,20260,,,,,,,
9794,55706,20260,,,,,,,
9795,55771,20260,,,,,,,
9796,55746,20260,,,,,,,
9797,55750,20260,,,,,,,
9798,55797,20260,,,,,,,
9799,55705,20260,,,,,,,
9800,55798,20260,,,,,,,
9801,55708,20260,,,,,,,
9802,55791,20260,,,,,,,
9803,55602,20260,,,,,,,
9804,54830,20260,,,,,,,
9805,54880,20260,,,,,,,
9806,55749,20260,,,,,,,
9807,55779,20260,,,,,,,
9808,55719,20260,,,,,,,
9809,55733,20260,,,,,,,
9810,55808,20260,,,,,,,
9811,55816,20260,,,,,,,
9812,55713,20260,,,,,,,
9813,54842,20260,,,,,,,
9814,55725,20260,,,,,,,
9815,54849,20260,,,,,,,
9816,55720,20260,,,,,,,
9817,55724,20260,,,,,,,
9818,55780,20260,,,,,,,
9819,55806,20260,,,,,,,
9820,55807,20260,,,,,,,
9821,55718,20260,,,,,,,
9822,54859,20260,,,,,,,
9823,55711,20260,,,,,,,
9824,55616,20260,,,,,,,
9825,55710,20260,,,,,,,
9826,55790,20260,,,,,,,
9827,55769,20260,,,,,,,
9828,55796,20260,,,,,,,
9829,55758,20260,,,,,,,
9830,55783,20260,,,,,,,
9831,54854,20260,,,,,,,
9832,55811,20260,,,,,,,
9833,55802,20260,,,,,,,
9834,55782,20260,,,,,,,
9835,54820,20260,,,,,,,
9836,55726,20260,,,,,,,
9837,54836,20260,,,,,,,
9838,54838,20260,,,,,,,
9839,55768,20260,,,,,,,
9840,55734,20260,,,,,,,
9841,55803,20260,,,,,,,
9842,55751,20260,,,,,,,
9843,55792,20260,,,,,,,
9844,55804,20260,,,,,,,
9845,55781,20260,,,,,,,
9846,55763,20260,,,,,,,
9847,56669,20260,,,,,,,
9848,55738,20260,,,,,,,
9849,55765,20260,,,,,,,
9850,55810,20260,,,,,,,
9851,55707,20260,,,,,,,
9852,55717,20260,,,,,,,
9853,54874,20260,,,,,,,
9854,54890,20260,,,,,,,
9855,55787,20260,,,,,,,
9856,54864,20260,,,,,,,
9857,55703,20260,,,,,,,
9858,79086,20300,,,,,,,
9859,79013,20300,,,,,,,
9860,79029,20300,,,,,,,
9861,79083,20300,,,,,,,
9862,79022,20300,,,,,,,
9863,79036,20300,,,,,,,
9864,79018,20300,,,,,,,
9865,79058,20300,,,,,,,
9866,73501,20340,,,,,,,
9867,73491,20340,,,,,,,
9868,73425,20340,,,,,,,
9869,73434,20340,,,,,,,
9870,73533,20340,,,,,,,
9871,73529,20340,,,,,,,
9872,73442,20340,,,,,,,
9873,73481,20340,,,,,,,
9874,73573,20340,,,,,,,
9875,73534,20340,,,,,,,
9876,73055,20340,,,,,,,
9877,81302,20420,,,,,,,
9878,81326,20420,,,,,,,
9879,81329,20420,,,,,,,
9880,81137,20420,,,,,,,
9881,81303,20420,,,,,,,
9882,81301,20420,,,,,,,
9883,81122,20420,,,,,,,
9884,81328,20420,,,,,,,
9885,74741,20460,,,,,,,
9886,74731,20460,,,,,,,
9887,73449,20460,,,,,,,
9888,74701,20460,,,,,,,
9889,74733,20460,,,,,,,
9890,74721,20460,,,,,,,
9891,74730,20460,,,,,,,
9892,74726,20460,,,,,,,
9893,74702,20460,,,,,,,
9894,74723,20460,,,,,,,
9895,74748,20460,,,,,,,
9896,74720,20460,,,,,,,
9897,74753,20460,,,,,,,
9898,74729,20460,,,,,,,
9899,74727,20460,,,,,,,
9900,27613,20500,,,,,,,
9901,27515,20500,,,,,,,
9902,27704,20500,,,,,,,
9903,27713,20500,,,,,,,
9904,27213,20500,,,,,,,
9905,27314,20500,,,,,,,
9906,27708,20500,,,,,,,
9907,27298,20500,,,,,,,
9908,27710,20500,,,,,,,
9909,27243,20500,,,,,,,
9910,27208,20500,,,,,,,
9911,27355,20500,,,,,,,
9912,27502,20500,,,,,,,
9913,27560,20500,,,,,,,
9914,27583,20500,,,,,,,
9915,27231,20500,,,,,,,
9916,27312,20500,,,,,,,
9917,27503,20500,,,,,,,
9918,27617,20500,,,,,,,
9919,27702,20500,,,,,,,
9920,27709,20500,,,,,,,
9921,27252,20500,,,,,,,
9922,27705,20500,,,,,,,
9923,27517,20500,,,,,,,
9924,27707,20500,,,,,,,
9925,27325,20500,,,,,,,
9926,27715,20500,,,,,,,
9927,27572,20500,,,,,,,
9928,27574,20500,,,,,,,
9929,27302,20500,,,,,,,
9930,27344,20500,,,,,,,
9931,27510,20500,,,,,,,
9932,27562,20500,,,,,,,
9933,27523,20500,,,,,,,
9934,27717,20500,,,,,,,
9935,27701,20500,,,,,,,
9936,27712,20500,,,,,,,
9937,27706,20500,,,,,,,
9938,27599,20500,,,,,,,
9939,27722,20500,,,,,,,
9940,27256,20500,,,,,,,
9941,27519,20500,,,,,,,
9942,27565,20500,,,,,,,
9943,27343,20500,,,,,,,
9944,27541,20500,,,,,,,
9945,27573,20500,,,,,,,
9946,27332,20500,,,,,,,
9947,27207,20500,,,,,,,
9948,27278,20500,,,,,,,
9949,27291,20500,,,,,,,
9950,27516,20500,,,,,,,
9951,27559,20500,,,,,,,
9952,27305,20500,,,,,,,
9953,27349,20500,,,,,,,
9954,27540,20500,,,,,,,
9955,27330,20500,,,,,,,
9956,27514,20500,,,,,,,
9957,27703,20500,,,,,,,
9958,38047,20540,,,,,,,
9959,38040,20540,,,,,,,
9960,38240,20540,,,,,,,
9961,38007,20540,,,,,,,
9962,38259,20540,,,,,,,
9963,38080,20540,,,,,,,
9964,38059,20540,,,,,,,
9965,38034,20540,,,,,,,
9966,38024,20540,,,,,,,
9967,38070,20540,,,,,,,
9968,38025,20540,,,,,,,
9969,38030,20540,,,,,,,
9970,78860,20580,,,,,,,
9971,78877,20580,,,,,,,
9972,78853,20580,,,,,,,
9973,78852,20580,,,,,,,
9974,21662,20660,,,,,,,
9975,21663,20660,,,,,,,
9976,21673,20660,,,,,,,
9977,21652,20660,,,,,,,
9978,21657,20660,,,,,,,
9979,21676,20660,,,,,,,
9980,21665,20660,,,,,,,
9981,21654,20660,,,,,,,
9982,21601,20660,,,,,,,
9983,21679,20660,,,,,,,
9984,21671,20660,,,,,,,
9985,21612,20660,,,,,,,
9986,21653,20660,,,,,,,
9987,21624,20660,,,,,,,
9988,21647,20660,,,,,,,
9989,21625,20660,,,,,,,
9990,18210,20700,,,,,,,
9991,18466,20700,,,,,,,
9992,18424,20700,,,,,,,
9993,18356,20700,,,,,,,
9994,18331,20700,,,,,,,
9995,18302,20700,,,,,,,
9996,18355,20700,,,,,,,
9997,18370,20700,,,,,,,
9998,18344,20700,,,,,,,
9999,18301,20700,,,,,,,
10000,18325,20700,,,,,,,
10001,18330,20700,,,,,,,
10002,18335,20700,,,,,,,
10003,18353,20700,,,,,,,
10004,18357,20700,,,,,,,
10005,18333,20700,,,,,,,
10006,18334,20700,,,,,,,
10007,18322,20700,,,,,,,
10008,18350,20700,,,,,,,
10009,18327,20700,,,,,,,
10010,18354,20700,,,,,,,
10011,18372,20700,,,,,,,
10012,18352,20700,,,,,,,
10013,18320,20700,,,,,,,
10014,18328,20700,,,,,,,
10015,18058,20700,,,,,,,
10016,18360,20700,,,,,,,
10017,18347,20700,,,,,,,
10018,18346,20700,,,,,,,
10019,18341,20700,,,,,,,
10020,18349,20700,,,,,,,
10021,18323,20700,,,,,,,
10022,18610,20700,,,,,,,
10023,18326,20700,,,,,,,
10024,18091,20700,,,,,,,
10025,18348,20700,,,,,,,
10026,18332,20700,,,,,,,
10027,18324,20700,,,,,,,
10028,18342,20700,,,,,,,
10029,18321,20700,,,,,,,
10030,18071,20700,,,,,,,
10031,54755,20740,,,,,,,
10032,54702,20740,,,,,,,
10033,54738,20740,,,,,,,
10034,54722,20740,,,,,,,
10035,54720,20740,,,,,,,
10036,54727,20740,,,,,,,
10037,54729,20740,,,,,,,
10038,54758,20740,,,,,,,
10039,54726,20740,,,,,,,
10040,54745,20740,,,,,,,
10041,54703,20740,,,,,,,
10042,54741,20740,,,,,,,
10043,54433,20740,,,,,,,
10044,54724,20740,,,,,,,
10045,54742,20740,,,,,,,
10046,54774,20740,,,,,,,
10047,54732,20740,,,,,,,
10048,54730,20740,,,,,,,
10049,54739,20740,,,,,,,
10050,54766,20740,,,,,,,
10051,54768,20740,,,,,,,
10052,54701,20740,,,,,,,
10053,54748,20740,,,,,,,
10054,54770,20740,,,,,,,
10055,54757,20740,,,,,,,
10056,81637,20780,,,,,,,
10057,81632,20780,,,,,,,
10058,81655,20780,,,,,,,
10059,80423,20780,,,,,,,
10060,81642,20780,,,,,,,
10061,81620,20780,,,,,,,
10062,80426,20780,,,,,,,
10063,80463,20780,,,,,,,
10064,81631,20780,,,,,,,
10065,81657,20780,,,,,,,
10066,81649,20780,,,,,,,
10067,81654,20780,,,,,,,
10068,81621,20780,,,,,,,
10069,80498,20780,,,,,,,
10070,81658,20780,,,,,,,
10071,81623,20780,,,,,,,
10072,81645,20780,,,,,,,
10073,62838,20820,,,,,,,
10074,62445,20820,,,,,,,
10075,62424,20820,,,,,,,
10076,62469,20820,,,,,,,
10077,62426,20820,,,,,,,
10078,62432,20820,,,,,,,
10079,62467,20820,,,,,,,
10080,61938,20820,,,,,,,
10081,62414,20820,,,,,,,
10082,62428,20820,,,,,,,
10083,61920,20820,,,,,,,
10084,62479,20820,,,,,,,
10085,62440,20820,,,,,,,
10086,62458,20820,,,,,,,
10087,62401,20820,,,,,,,
10088,62411,20820,,,,,,,
10089,62462,20820,,,,,,,
10090,62461,20820,,,,,,,
10091,62473,20820,,,,,,,
